"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
280,79,"FRA","France",19,"Picardie",76,"Aisne",280,"Château-Thierry",NA,"","Arrondissement","Districts","",""
281,79,"FRA","France",19,"Picardie",76,"Aisne",281,"Laon",NA,"","Arrondissement","Districts","",""
282,79,"FRA","France",19,"Picardie",76,"Aisne",282,"Saint-Quentin",NA,"","Arrondissement","Districts","",""
283,79,"FRA","France",19,"Picardie",76,"Aisne",283,"Soissons",NA,"","Arrondissement","Districts","",""
284,79,"FRA","France",19,"Picardie",76,"Aisne",284,"Vervins",NA,"","Arrondissement","Districts","",""
285,79,"FRA","France",19,"Picardie",77,"Oise",285,"Beauvais",NA,"","Arrondissement","Districts","",""
286,79,"FRA","France",19,"Picardie",77,"Oise",286,"Clermont",NA,"","Arrondissement","Districts","",""
287,79,"FRA","France",19,"Picardie",77,"Oise",287,"Compiègne",NA,"","Arrondissement","Districts","",""
288,79,"FRA","France",19,"Picardie",77,"Oise",288,"Senlis",NA,"","Arrondissement","Districts","",""
289,79,"FRA","France",19,"Picardie",78,"Somme",289,"Abbeville",NA,"","Arrondissement","Districts","",""
290,79,"FRA","France",19,"Picardie",78,"Somme",290,"Amiens",NA,"","Arrondissement","Districts","",""
291,79,"FRA","France",19,"Picardie",78,"Somme",291,"Montdidier",NA,"","Arrondissement","Districts","",""
292,79,"FRA","France",19,"Picardie",78,"Somme",292,"Péronne",NA,"","Arrondissement","Districts","",""
293,79,"FRA","France",20,"Poitou-Charentes",79,"Charente-Maritime",293,"Jonzac",NA,"","Arrondissement","Districts","",""
294,79,"FRA","France",20,"Poitou-Charentes",79,"Charente-Maritime",294,"La Rochelle",NA,"","Arrondissement","Districts","",""
295,79,"FRA","France",20,"Poitou-Charentes",79,"Charente-Maritime",295,"Rochefort",NA,"","Arrondissement","Districts","",""
296,79,"FRA","France",20,"Poitou-Charentes",79,"Charente-Maritime",296,"Saint-Jean-d'Angély",NA,"","Arrondissement","Districts","",""
297,79,"FRA","France",20,"Poitou-Charentes",79,"Charente-Maritime",297,"Saintes",NA,"","Arrondissement","Districts","",""
298,79,"FRA","France",20,"Poitou-Charentes",80,"Charente",298,"Angoulême",NA,"","Arrondissement","Districts","",""
299,79,"FRA","France",20,"Poitou-Charentes",80,"Charente",299,"Cognac",NA,"","Arrondissement","Districts","",""
300,79,"FRA","France",20,"Poitou-Charentes",80,"Charente",300,"Confolens",NA,"","Arrondissement","Districts","",""
301,79,"FRA","France",20,"Poitou-Charentes",81,"Deux-Sèvres",301,"Bressuire",NA,"","Arrondissement","Districts","",""
302,79,"FRA","France",20,"Poitou-Charentes",81,"Deux-Sèvres",302,"Niort",NA,"","Arrondissement","Districts","",""
303,79,"FRA","France",20,"Poitou-Charentes",81,"Deux-Sèvres",303,"Parthenay",NA,"","Arrondissement","Districts","",""
304,79,"FRA","France",20,"Poitou-Charentes",82,"Vienne",304,"Châtellerault",NA,"","Arrondissement","Districts","",""
305,79,"FRA","France",20,"Poitou-Charentes",82,"Vienne",305,"Montmorillon",NA,"","Arrondissement","Districts","",""
306,79,"FRA","France",20,"Poitou-Charentes",82,"Vienne",306,"Poitiers",NA,"","Arrondissement","Districts","",""
307,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",83,"Alpes-de-Haute-Provence",307,"Barcelonnette",NA,"","Arrondissement","Districts","",""
308,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",83,"Alpes-de-Haute-Provence",308,"Castellane",NA,"","Arrondissement","Districts","",""
309,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",83,"Alpes-de-Haute-Provence",309,"Digne-les-Bains",NA,"","Arrondissement","Districts","",""
310,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",83,"Alpes-de-Haute-Provence",310,"Forcalquier",NA,"","Arrondissement","Districts","",""
311,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",84,"Alpes-Maritimes",311,"Grasse",NA,"","Arrondissement","Districts","",""
312,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",84,"Alpes-Maritimes",312,"Nice",NA,"","Arrondissement","Districts","",""
313,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",85,"Bouches-du-Rhône",313,"Aix-en-Provence",NA,"","Arrondissement","Districts","",""
314,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",85,"Bouches-du-Rhône",314,"Arles",NA,"","Arrondissement","Districts","",""
315,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",85,"Bouches-du-Rhône",315,"Istres",NA,"","Arrondissement","Districts","",""
316,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",85,"Bouches-du-Rhône",316,"Marseille",NA,"","Arrondissement","Districts","",""
317,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",86,"Hautes-Alpes",317,"Briançon",NA,"","Arrondissement","Districts","",""
318,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",86,"Hautes-Alpes",318,"Gap",NA,"","Arrondissement","Districts","",""
319,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",87,"Var",319,"Brignoles",NA,"","Arrondissement","Districts","",""
320,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",87,"Var",320,"Draguignan",NA,"","Arrondissement","Districts","",""
321,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",87,"Var",321,"Toulon",NA,"","Arrondissement","Districts","",""
322,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",88,"Vaucluse",322,"Apt",NA,"","Arrondissement","Districts","",""
323,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",88,"Vaucluse",323,"Avignon",NA,"","Arrondissement","Districts","",""
324,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",88,"Vaucluse",324,"Carpentras",NA,"","Arrondissement","Districts","",""
325,79,"FRA","France",22,"Rhône-Alpes",89,"Ain",325,"Belley",NA,"","Arrondissement","Districts","",""
326,79,"FRA","France",22,"Rhône-Alpes",89,"Ain",326,"Bourg-en-Bresse",NA,"","Arrondissement","Districts","",""
327,79,"FRA","France",22,"Rhône-Alpes",89,"Ain",327,"Gex",NA,"","Arrondissement","Districts","",""
328,79,"FRA","France",22,"Rhône-Alpes",89,"Ain",328,"Nantua",NA,"","Arrondissement","Districts","",""
329,79,"FRA","France",22,"Rhône-Alpes",90,"Ardèche",329,"Largentière",NA,"","Arrondissement","Districts","",""
330,79,"FRA","France",22,"Rhône-Alpes",90,"Ardèche",330,"Privas",NA,"","Arrondissement","Districts","",""
331,79,"FRA","France",22,"Rhône-Alpes",90,"Ardèche",331,"Tournon-sur-Rhône",NA,"","Arrondissement","Districts","",""
332,79,"FRA","France",22,"Rhône-Alpes",91,"Drôme",332,"Die",NA,"","Arrondissement","Districts","",""
333,79,"FRA","France",22,"Rhône-Alpes",91,"Drôme",333,"Nyons",NA,"","Arrondissement","Districts","",""
334,79,"FRA","France",22,"Rhône-Alpes",91,"Drôme",334,"Valence",NA,"","Arrondissement","Districts","",""
335,79,"FRA","France",22,"Rhône-Alpes",92,"Haute-Savoie",335,"Annecy",NA,"","Arrondissement","Districts","",""
336,79,"FRA","France",22,"Rhône-Alpes",92,"Haute-Savoie",336,"Bonneville",NA,"","Arrondissement","Districts","",""
337,79,"FRA","France",22,"Rhône-Alpes",92,"Haute-Savoie",337,"Lac Léman",NA,"","Water body","Water body","",""
338,79,"FRA","France",22,"Rhône-Alpes",92,"Haute-Savoie",338,"Saint-Julien-en-Genevois",NA,"","Arrondissement","Districts","",""
339,79,"FRA","France",22,"Rhône-Alpes",92,"Haute-Savoie",339,"Thonon-les-Bains",NA,"","Arrondissement","Districts","",""
340,79,"FRA","France",22,"Rhône-Alpes",93,"Isère",340,"Grenoble",NA,"","Arrondissement","Districts","",""
341,79,"FRA","France",22,"Rhône-Alpes",93,"Isère",341,"La Tour-du-Pin",NA,"","Arrondissement","Districts","",""
342,79,"FRA","France",22,"Rhône-Alpes",93,"Isère",342,"Vienne",NA,"","Arrondissement","Districts","",""
343,79,"FRA","France",22,"Rhône-Alpes",94,"Loire",343,"Montbrison",NA,"","Arrondissement","Districts","",""
344,79,"FRA","France",22,"Rhône-Alpes",94,"Loire",344,"Roanne",NA,"","Arrondissement","Districts","",""
345,79,"FRA","France",22,"Rhône-Alpes",94,"Loire",345,"Saint-Étienne",NA,"","Arrondissement","Districts","",""
346,79,"FRA","France",22,"Rhône-Alpes",95,"Rhône",346,"Lyon",NA,"","Arrondissement","Districts","",""
347,79,"FRA","France",22,"Rhône-Alpes",95,"Rhône",347,"Villefranche-sur-Saône",NA,"","Arrondissement","Districts","",""
348,79,"FRA","France",22,"Rhône-Alpes",96,"Savoie",348,"Albertville",NA,"","Arrondissement","Districts","",""
349,79,"FRA","France",22,"Rhône-Alpes",96,"Savoie",349,"Chambéry",NA,"","Arrondissement","Districts","",""
350,79,"FRA","France",22,"Rhône-Alpes",96,"Savoie",350,"Saint-Jean-de-Maurienne",NA,"","Arrondissement","Districts","",""
