"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,23,"BEL","Belgium","BELGIUM","Belgium","Belgique|Belgie|Belgien","","Belgique|Belgien|Belgium","","Belgique ","Bélgica ","<U+0411><U+0435><U+043B><U+044C><U+0433><U+0438><U+044F> ","<U+0628><U+0644><U+062C><U+064A><U+0643><U+0627>","<U+6BD4><U+5229><U+65F6> ","","","Belgie","BE","","BE","56","~1900","Present","10249370","30479.609","336.2697336438929","Western Europe","Europe","2","","","1","..","High income: OECD","Debt not classified","EMU","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
